productId,name,subType,rarity,printing,marketPrice,lowPrice,highPrice,lastUpdated
575144,Quarter Century Bonanza Booster Pack,Normal,,,8.42,6.99,19.36,
575145,Quarter Century Bonanza Booster Box,Normal,,,188.4,182.99,294.0,
592167,Destiny HERO - Malicious (PCR),1st Edition,,,1.04,0.74,13.9,
592168,Destiny HERO - Malicious (Platinum Secret Rare),1st Edition,,,2.97,2.24,19.99,
592169,Destiny HERO - Malicious (Quarter Century Secret Rare),1st Edition,,,14.01,12.98,69.95,
592170,Destiny HERO - Malicious (Secret Rare),1st Edition,,,0.41,0.1,5.0,
592171,Destiny HERO - Malicious,1st Edition,,,0.2,0.05,3.0,
592172,Destiny HERO - Malicious (PUR),1st Edition,,,1.24,0.75,14.0,
592173,Destiny HERO - Malicious (UR),1st Edition,,,0.18,0.03,4.99,
592174,Armageddon Knight (PCR),1st Edition,,,0.61,0.4,14.8,
592175,Armageddon Knight (Platinum Secret Rare),1st Edition,,,1.25,0.99,9.99,
592176,Armageddon Knight (Quarter Century Secret Rare),1st Edition,,,6.1,5.88,39.99,
592177,Armageddon Knight (Secret Rare),1st Edition,,,0.35,0.15,9.99,
592178,Armageddon Knight,1st Edition,,,0.16,0.05,3.0,
592179,Armageddon Knight (PUR),1st Edition,,,0.62,0.19,14.0,
592180,Armageddon Knight (UR),1st Edition,,,0.27,0.01,5.0,
592181,Fabled Lurrie (PCR),1st Edition,,,0.69,0.25,13.9,
592182,Fabled Lurrie (Platinum Secret Rare),1st Edition,,,1.98,0.99,14.95,
592183,Fabled Lurrie (Quarter Century Secret Rare),1st Edition,,,4.18,3.65,35.99,
592184,Fabled Lurrie (Secret Rare),1st Edition,,,0.38,0.1,4.0,
592185,Fabled Lurrie,1st Edition,,,0.22,0.08,1.53,
592186,Fabled Lurrie (PUR),1st Edition,,,0.59,0.34,14.0,
592187,Fabled Lurrie (UR),1st Edition,,,0.16,0.01,4.99,
592188,Deep Sea Diva (PCR),1st Edition,,,0.58,0.01,13.9,
592189,Deep Sea Diva (Platinum Secret Rare),1st Edition,,,1.19,0.75,14.99,
592190,Deep Sea Diva (Quarter Century Secret Rare),1st Edition,,,4.88,3.7,39.95,
592191,Deep Sea Diva (Secret Rare),1st Edition,,,0.36,0.04,4.86,
592192,Deep Sea Diva,1st Edition,,,0.16,0.01,3.0,
592193,Deep Sea Diva (PUR),1st Edition,,,0.63,0.3,14.0,
592194,Deep Sea Diva (UR),1st Edition,,,0.14,0.01,2.26,
592195,Swap Frog (PCR),1st Edition,,,0.82,0.49,13.9,
592196,Swap Frog (Platinum Secret Rare),1st Edition,,,2.85,2.5,49.99,
592197,Swap Frog (Quarter Century Secret Rare),1st Edition,,,8.09,7.91,39.99,
592198,Swap Frog (Secret Rare),1st Edition,,,0.43,0.06,4.99,
592199,Swap Frog,1st Edition,,,0.2,0.04,2.19,
592200,Swap Frog (PUR),1st Edition,,,1.06,0.4,14.0,
592201,Swap Frog (UR),1st Edition,,,0.18,0.01,3.0,
592202,Atlantean Dragoons (PCR),1st Edition,,,0.84,0.2,14.4,
592203,Atlantean Dragoons (Platinum Secret Rare),1st Edition,,,1.08,0.89,28.18,
592204,Atlantean Dragoons (Quarter Century Secret Rare),1st Edition,,,3.35,2.7,45.0,
592205,Atlantean Dragoons (Secret Rare),1st Edition,,,0.3,0.05,4.0,
592206,Atlantean Dragoons,1st Edition,,,0.14,0.01,1.95,
592207,Atlantean Dragoons (PUR),1st Edition,,,0.54,0.19,5.4,
592208,Atlantean Dragoons (UR),1st Edition,,,0.14,0.01,2.64,
592209,Mermail Abyssteus (PCR),1st Edition,,,0.6,0.35,13.9,
592210,Mermail Abyssteus (Platinum Secret Rare),1st Edition,,,0.96,0.5,9.84,
592211,Mermail Abyssteus (Quarter Century Secret Rare),1st Edition,,,3.03,1.79,50.0,
592212,Mermail Abyssteus (Secret Rare),1st Edition,,,0.2,0.01,4.0,
592213,Mermail Abyssteus,1st Edition,,,0.11,0.01,1.53,
592214,Mermail Abyssteus (PUR),1st Edition,,,0.42,0.2,14.0,
592215,Mermail Abyssteus (UR),1st Edition,,,0.09,0.01,2.26,
592216,"Redox, Dragon Ruler of Boulders (PCR)",1st Edition,,,1.76,1.06,14.99,
592217,"Redox, Dragon Ruler of Boulders (Platinum Secret Rare)",1st Edition,,,2.32,2.0,17.99,
592218,"Redox, Dragon Ruler of Boulders (Quarter Century Secret Rare)",1st Edition,,,6.3,4.41,50.0,
592219,"Redox, Dragon Ruler of Boulders (Secret Rare)",1st Edition,,,0.53,0.19,5.0,
592220,"Redox, Dragon Ruler of Boulders",1st Edition,,,0.14,0.01,1.53,
592221,"Redox, Dragon Ruler of Boulders (PUR)",1st Edition,,,1.5,0.75,14.0,
592222,"Redox, Dragon Ruler of Boulders (UR)",1st Edition,,,0.16,0.01,2.26,
592223,"Tidal, Dragon Ruler of Waterfalls (PCR)",1st Edition,,,1.46,1.35,12.79,
592224,"Tidal, Dragon Ruler of Waterfalls (Platinum Secret Rare)",1st Edition,,,1.85,1.48,19.99,
592225,"Tidal, Dragon Ruler of Waterfalls (Quarter Century Secret Rare)",1st Edition,,,5.07,4.0,50.0,
592226,"Tidal, Dragon Ruler of Waterfalls (Secret Rare)",1st Edition,,,0.54,0.17,49.0,
592227,"Tidal, Dragon Ruler of Waterfalls",1st Edition,,,0.18,0.01,2.26,
592228,"Tidal, Dragon Ruler of Waterfalls (PUR)",1st Edition,,,2.51,1.06,14.0,
592229,"Tidal, Dragon Ruler of Waterfalls (UR)",1st Edition,,,0.12,0.01,2.0,
592230,"Blaster, Dragon Ruler of Infernos (PCR)",1st Edition,,,1.44,0.76,14.4,
592231,"Blaster, Dragon Ruler of Infernos (Platinum Secret Rare)",1st Edition,,,2.95,2.5,15.99,
592232,"Blaster, Dragon Ruler of Infernos (Quarter Century Secret Rare)",1st Edition,,,6.85,4.39,80.0,
592233,"Blaster, Dragon Ruler of Infernos (Secret Rare)",1st Edition,,,0.46,0.1,5.0,
592234,"Blaster, Dragon Ruler of Infernos",1st Edition,,,0.12,0.04,2.35,
592235,"Blaster, Dragon Ruler of Infernos (PUR)",1st Edition,,,1.15,0.7,9.0,
592236,"Blaster, Dragon Ruler of Infernos (UR)",1st Edition,,,0.15,0.01,3.0,
592237,"Tempest, Dragon Ruler of Storms (PCR)",1st Edition,,,1.46,1.06,275.0,
592238,"Tempest, Dragon Ruler of Storms (Platinum Secret Rare)",1st Edition,,,2.75,2.53,9.97,
592239,"Tempest, Dragon Ruler of Storms (Quarter Century Secret Rare)",1st Edition,,,10.53,9.19,49.99,
592240,"Tempest, Dragon Ruler of Storms (Secret Rare)",1st Edition,,,0.55,0.19,5.0,
592241,"Tempest, Dragon Ruler of Storms",1st Edition,,,0.13,0.03,2.26,
592242,"Tempest, Dragon Ruler of Storms (PUR)",1st Edition,,,1.39,0.6,14.0,
592243,"Tempest, Dragon Ruler of Storms (UR)",1st Edition,,,0.1,0.01,1.66,
592244,Ritual Beast Tamer Elder (PCR),1st Edition,,,0.2,0.01,13.9,
592245,Ritual Beast Tamer Elder (Platinum Secret Rare),1st Edition,,,0.29,0.1,9.88,
592246,Ritual Beast Tamer Elder (Quarter Century Secret Rare),1st Edition,,,1.35,0.75,35.0,
592247,Ritual Beast Tamer Elder (Secret Rare),1st Edition,,,0.15,0.01,5.0,
592248,Ritual Beast Tamer Elder,1st Edition,,,0.1,0.01,9.08,
592249,Ritual Beast Tamer Elder (PUR),1st Edition,,,0.26,0.1,14.0,
592250,Ritual Beast Tamer Elder (UR),1st Edition,,,0.08,0.01,2.49,
592251,"Neptabyss, the Atlantean Prince (PCR)",1st Edition,,,0.67,0.3,13.9,
592252,"Neptabyss, the Atlantean Prince (Platinum Secret Rare)",1st Edition,,,1.33,0.96,9.99,
592253,"Neptabyss, the Atlantean Prince (Quarter Century Secret Rare)",1st Edition,,,5.62,4.11,29.99,
592254,"Neptabyss, the Atlantean Prince (Secret Rare)",1st Edition,,,0.29,0.08,4.0,
592255,"Neptabyss, the Atlantean Prince",1st Edition,,,0.13,0.01,2.5,
592256,"Neptabyss, the Atlantean Prince (PUR)",1st Edition,,,0.47,0.1,14.0,
592257,"Neptabyss, the Atlantean Prince (UR)",1st Edition,,,0.1,0.01,4.5,
592258,Ghost Reaper & Winter Cherries (Alternate Art) (PCR),1st Edition,,,1.18,0.5,13.92,
592259,Ghost Reaper & Winter Cherries (Alternate Art) (Platinum Secret Rare),1st Edition,,,2.06,1.25,39.99,
592260,Ghost Reaper & Winter Cherries (Quarter Century Secret Rare),1st Edition,,,10.13,8.0,29.69,
592261,Ghost Reaper & Winter Cherries (Alternate Art) (Secret Rare),1st Edition,,,0.56,0.14,5.0,
592262,Ghost Reaper & Winter Cherries (Alternate Art),1st Edition,,,0.14,0.02,2.0,
592263,Ghost Reaper & Winter Cherries (Alternate Art) (PUR),1st Edition,,,0.71,0.27,14.0,
592264,Ghost Reaper & Winter Cherries (Alternate Art) (UR),1st Edition,,,0.14,0.01,1.66,
592265,Punishment Dragon (PCR),1st Edition,,,0.32,0.11,9.95,
592266,Punishment Dragon (Platinum Secret Rare),1st Edition,,,0.77,0.38,9.88,
592267,Punishment Dragon (Quarter Century Secret Rare),1st Edition,,,1.59,1.39,19.99,
592268,Punishment Dragon (Secret Rare),1st Edition,,,0.21,0.08,5.0,
592269,Punishment Dragon,1st Edition,,,0.13,0.01,3.95,
592270,Punishment Dragon (PUR),1st Edition,,,0.34,0.03,14.0,
592271,Punishment Dragon (UR),1st Edition,,,0.13,0.01,2.0,
592272,Secret Six Samurai - Hatsume (PCR),1st Edition,,,0.35,0.07,13.9,
592273,Secret Six Samurai - Hatsume (Platinum Secret Rare),1st Edition,,,0.5,0.2,9.95,
592274,Secret Six Samurai - Hatsume (Quarter Century Secret Rare),1st Edition,,,1.84,1.49,14.95,
592275,Secret Six Samurai - Hatsume (Secret Rare),1st Edition,,,0.26,0.03,4.0,
592276,Secret Six Samurai - Hatsume,1st Edition,,,0.13,0.02,1.49,
592277,Secret Six Samurai - Hatsume (PUR),1st Edition,,,0.34,0.06,14.0,
592278,Secret Six Samurai - Hatsume (UR),1st Edition,,,0.14,0.01,2.26,
592279,Secret Six Samurai - Kizaru (PCR),1st Edition,,,0.4,0.15,13.5,
592280,Secret Six Samurai - Kizaru (Platinum Secret Rare),1st Edition,,,0.76,0.39,9.99,
592281,Secret Six Samurai - Kizaru (Quarter Century Secret Rare),1st Edition,,,2.03,1.81,18.2,
592282,Secret Six Samurai - Kizaru (Secret Rare),1st Edition,,,0.27,0.04,4.0,
592283,Secret Six Samurai - Kizaru,1st Edition,,,0.13,0.05,2.0,
592284,Secret Six Samurai - Kizaru (PUR),1st Edition,,,0.29,0.05,14.0,
592285,Secret Six Samurai - Kizaru (UR),1st Edition,,,0.15,0.01,3.0,
592286,Thunder Dragondark (PCR),1st Edition,,,0.4,0.17,13.9,
592287,Thunder Dragondark (Platinum Secret Rare),1st Edition,,,0.81,0.29,9.88,
592288,Thunder Dragondark (Quarter Century Secret Rare),1st Edition,,,5.74,4.97,50.0,
592289,Thunder Dragondark (Secret Rare),1st Edition,,,0.3,0.01,5.0,
592290,Thunder Dragondark,1st Edition,,,0.15,0.03,1.49,
592291,Thunder Dragondark (PUR),1st Edition,,,0.31,0.01,14.0,
592292,Thunder Dragondark (UR),1st Edition,,,0.18,0.01,2.26,
592293,Danger! Bigfoot! (PCR),1st Edition,,,0.35,0.1,13.9,
592294,Danger! Bigfoot! (Alternate Art) (PCR),1st Edition,,,0.33,0.15,13.92,
592295,Danger! Bigfoot! (Platinum Secret Rare),1st Edition,,,0.51,0.25,9.88,
592296,Danger! Bigfoot! (Alternate Art) (Platinum Secret Rare),1st Edition,,,0.59,0.25,9.88,
592297,Danger! Bigfoot! (Quarter Century Secret Rare),1st Edition,,,2.18,1.7,50.0,
592298,Danger! Bigfoot! (Alternate Art) (Quarter Century Secret Rare),1st Edition,,,1.88,1.24,14.9,
592299,Danger! Bigfoot! (Secret Rare),1st Edition,,,0.19,0.03,4.0,
592300,Danger! Bigfoot! (Alternate Art) (Secret Rare),1st Edition,,,0.22,0.09,4.0,
592301,Danger! Bigfoot!,1st Edition,,,0.12,0.01,1.53,
592302,Danger! Bigfoot! (Alternate Art),1st Edition,,,0.13,0.01,1.61,
592303,Danger! Bigfoot! (PUR),1st Edition,,,0.22,0.08,14.0,
592304,Danger! Bigfoot! (Alternate Art) (PUR),1st Edition,,,0.38,0.05,14.0,
592305,Danger! Bigfoot! (UR),1st Edition,,,0.15,0.01,2.0,
592306,Danger! Bigfoot! (Alternate Art) (UR),1st Edition,,,0.13,0.01,1.53,
592307,Ghost Sister & Spooky Dogwood (Alternate Art) (PCR),1st Edition,,,1.65,1.0,12.75,
592308,Ghost Sister & Spooky Dogwood (Alternate Art) (Platinum Secret Rare),1st Edition,,,1.87,1.37,18.99,
592309,Ghost Sister & Spooky Dogwood (Quarter Century Secret Rare),1st Edition,,,8.79,6.49,59.99,
592310,Ghost Sister & Spooky Dogwood (Alternate Art) (Secret Rare),1st Edition,,,0.66,0.25,5.0,
592311,Ghost Sister & Spooky Dogwood (Alternate Art),1st Edition,,,0.25,0.05,1.5,
592312,Ghost Sister & Spooky Dogwood (Alternate Art) (PUR),1st Edition,,,1.24,0.75,14.0,
592313,Ghost Sister & Spooky Dogwood (Alternate Art) (UR),1st Edition,,,0.2,0.05,1.62,
592314,Laundry Dragonmaid (PCR),1st Edition,,,0.42,0.15,30.0,
592315,Laundry Dragonmaid (Platinum Secret Rare),1st Edition,,,1.0,0.54,9.99,
592316,Laundry Dragonmaid (Quarter Century Secret Rare),1st Edition,,,2.73,2.28,19.95,
592317,Laundry Dragonmaid (Secret Rare),1st Edition,,,0.23,0.05,5.0,
592318,Laundry Dragonmaid,1st Edition,,,0.12,0.01,4.0,
592319,Laundry Dragonmaid (PUR),1st Edition,,,0.53,0.23,14.0,
592320,Laundry Dragonmaid (UR),1st Edition,,,0.1,0.01,4.0,
592321,Dragonmaid Lorpar (PCR),1st Edition,,,0.42,0.1,14.86,
592322,Dragonmaid Lorpar (Platinum Secret Rare),1st Edition,,,0.68,0.25,9.88,
592323,Dragonmaid Lorpar (Quarter Century Secret Rare),1st Edition,,,4.41,3.08,25.0,
592324,Dragonmaid Lorpar (Secret Rare),1st Edition,,,0.24,0.02,4.0,
592325,Dragonmaid Lorpar,1st Edition,,,0.12,0.04,1.53,
592326,Dragonmaid Lorpar (PUR),1st Edition,,,0.36,0.19,14.0,
592327,Dragonmaid Lorpar (UR),1st Edition,,,0.15,0.01,1.53,
592328,Archnemeses Protos (PCR),1st Edition,,,1.0,0.39,14.8,
592329,Archnemeses Protos (Platinum Secret Rare),1st Edition,,,2.21,1.15,19.99,
592330,Archnemeses Protos (Quarter Century Secret Rare),1st Edition,,,6.94,5.73,29.99,
592331,Archnemeses Protos (Secret Rare),1st Edition,,,0.49,0.15,5.0,
592332,Archnemeses Protos,1st Edition,,,0.3,0.15,3.0,
592333,Archnemeses Protos (PUR),1st Edition,,,0.91,0.3,14.0,
592334,Archnemeses Protos (UR),1st Edition,,,0.16,0.04,2.0,
592335,Nemeses Flag (PCR),1st Edition,,,0.39,0.1,13.9,
592336,Nemeses Flag (Platinum Secret Rare),1st Edition,,,0.92,0.4,9.88,
592337,Nemeses Flag (Quarter Century Secret Rare),1st Edition,,,4.54,3.89,40.0,
592338,Nemeses Flag (Secret Rare),1st Edition,,,0.3,0.13,3.49,
592339,Nemeses Flag,1st Edition,,,0.14,0.05,2.0,
592340,Nemeses Flag (PUR),1st Edition,,,0.39,0.1,5.0,
592341,Nemeses Flag (UR),1st Edition,,,0.08,0.01,2.26,
592342,Nemeses Corridor (PCR),1st Edition,,,0.55,0.1,13.9,
592343,Nemeses Corridor (Platinum Secret Rare),1st Edition,,,1.02,0.64,9.88,
592344,Nemeses Corridor (Quarter Century Secret Rare),1st Edition,,,2.76,1.17,40.0,
592345,Nemeses Corridor (Secret Rare),1st Edition,,,0.35,0.05,3.0,
592346,Nemeses Corridor,1st Edition,,,0.15,0.01,2.0,
592347,Nemeses Corridor (PUR),1st Edition,,,0.39,0.2,5.0,
592348,Nemeses Corridor (UR),1st Edition,,,0.16,0.04,2.26,
592349,"Girsu, the Orcust Mekk-Knight (PCR)",1st Edition,,,1.18,0.64,13.9,
592350,"Girsu, the Orcust Mekk-Knight (Platinum Secret Rare)",1st Edition,,,2.72,1.75,9.88,
592351,"Girsu, the Orcust Mekk-Knight (Quarter Century Secret Rare)",1st Edition,,,10.34,9.29,59.99,
592352,"Girsu, the Orcust Mekk-Knight (Secret Rare)",1st Edition,,,0.42,0.09,4.0,
592353,"Girsu, the Orcust Mekk-Knight",1st Edition,,,0.18,0.01,1.53,
592354,"Girsu, the Orcust Mekk-Knight (PUR)",1st Edition,,,0.46,0.25,14.0,
592355,"Girsu, the Orcust Mekk-Knight (UR)",1st Edition,,,0.12,0.01,1.53,
592356,Dark Beckoning Beast (PCR),1st Edition,,,0.31,0.01,15.0,
592357,Dark Beckoning Beast (Platinum Secret Rare),1st Edition,,,1.28,0.65,9.84,
592358,Dark Beckoning Beast (Quarter Century Secret Rare),1st Edition,,,4.21,3.0,50.0,
592359,Dark Beckoning Beast (Secret Rare),1st Edition,,,0.25,0.06,4.0,
592360,Dark Beckoning Beast,1st Edition,,,0.13,0.01,1.49,
592361,Dark Beckoning Beast (PUR),1st Edition,,,0.27,0.01,14.0,
592362,Dark Beckoning Beast (UR),1st Edition,,,0.22,0.01,1.56,
592363,Revealer of the Ice Barrier (PCR),1st Edition,,,0.29,0.06,5.0,
592364,Revealer of the Ice Barrier (Platinum Secret Rare),1st Edition,,,0.44,0.1,9.88,
592365,Revealer of the Ice Barrier (Quarter Century Secret Rare),1st Edition,,,2.8,1.77,35.0,
592366,Revealer of the Ice Barrier (Secret Rare),1st Edition,,,0.18,0.04,4.0,
592367,Revealer of the Ice Barrier,1st Edition,,,0.13,0.02,1.53,
592368,Revealer of the Ice Barrier (PUR),1st Edition,,,0.3,0.13,14.0,
592369,Revealer of the Ice Barrier (UR),1st Edition,,,0.15,0.01,2.26,
592370,Lord of the Heavenly Prison (PCR),1st Edition,,,0.52,0.25,13.9,
592371,Lord of the Heavenly Prison (Platinum Secret Rare),1st Edition,,,1.0,0.85,9.88,
592372,Lord of the Heavenly Prison (Quarter Century Secret Rare),1st Edition,,,4.82,3.75,35.0,
592373,Lord of the Heavenly Prison (Secret Rare),1st Edition,,,0.38,0.1,4.0,
592374,Lord of the Heavenly Prison,1st Edition,,,0.2,0.05,2.9,
592375,Lord of the Heavenly Prison (PUR),1st Edition,,,0.61,0.26,14.92,
592376,Lord of the Heavenly Prison (UR),1st Edition,,,0.25,0.05,2.0,
592377,Abyss Shark (PCR),1st Edition,,,0.37,0.06,14.8,
592378,Abyss Shark (Platinum Secret Rare),1st Edition,,,0.5,0.3,9.9,
592379,Abyss Shark (Quarter Century Secret Rare),1st Edition,,,2.89,1.65,30.0,
592380,Abyss Shark (Secret Rare),1st Edition,,,0.18,0.01,5.0,
592381,Abyss Shark,1st Edition,,,0.13,0.04,3.0,
592382,Abyss Shark (PUR),1st Edition,,,0.29,0.1,5.0,
592383,Abyss Shark (UR),1st Edition,,,0.09,0.01,1.53,
592384,Crystal Shark (PCR),1st Edition,,,0.19,0.08,13.9,
592385,Crystal Shark (Platinum Secret Rare),1st Edition,,,0.35,0.15,9.99,
592386,Crystal Shark (Quarter Century Secret Rare),1st Edition,,,1.17,0.5,20.0,
592387,Crystal Shark (Secret Rare),1st Edition,,,0.19,0.01,4.0,
592388,Crystal Shark,1st Edition,,,0.12,0.01,2.26,
592389,Crystal Shark (PUR),1st Edition,,,0.27,0.1,14.0,
592390,Crystal Shark (UR),1st Edition,,,0.15,0.01,2.0,
592391,Diabellstar the Black Witch (PCR),1st Edition,,,2.93,2.0,18.92,
592392,Diabellstar the Black Witch (Platinum Secret Rare),1st Edition,,,6.04,4.99,29.88,
592393,Diabellstar the Black Witch (Secret Rare),1st Edition,,,1.4,0.9,10.0,
592394,Diabellstar the Black Witch,1st Edition,,,0.89,0.25,7.25,
592395,Diabellstar the Black Witch (PUR),1st Edition,,,4.1,2.55,19.0,
592396,Diabellstar the Black Witch (UR),1st Edition,,,0.79,0.24,5.97,
592397,Snake-Eyes Flamberge Dragon (PCR),1st Edition,,,0.42,0.23,13.9,
592398,Snake-Eyes Flamberge Dragon (Platinum Secret Rare),1st Edition,,,1.19,1.0,9.88,
592399,Snake-Eyes Flamberge Dragon (Secret Rare),1st Edition,,,0.33,0.06,5.0,
592400,Snake-Eyes Flamberge Dragon,1st Edition,,,0.2,0.09,2.23,
592401,Snake-Eyes Flamberge Dragon (PUR),1st Edition,,,0.43,0.2,14.0,
592402,Snake-Eyes Flamberge Dragon (UR),1st Edition,,,0.18,0.03,2.3,
592403,Schuberta the Melodious Maestra (PCR),1st Edition,,,0.29,0.01,13.9,
592404,Schuberta the Melodious Maestra (Platinum Secret Rare),1st Edition,,,0.38,0.29,9.99,
592405,Schuberta the Melodious Maestra (Quarter Century Secret Rare),1st Edition,,,1.77,1.0,28.99,
592406,Schuberta the Melodious Maestra (Secret Rare),1st Edition,,,0.17,0.01,49.0,
592407,Schuberta the Melodious Maestra,1st Edition,,,0.12,0.03,1.53,
592408,Schuberta the Melodious Maestra (PUR),1st Edition,,,0.32,0.01,14.0,
592409,Schuberta the Melodious Maestra (UR),1st Edition,,,0.2,0.01,2.0,
592410,Ancient Gear Howitzer (PCR),1st Edition,,,0.23,0.03,13.9,
592411,Ancient Gear Howitzer (Platinum Secret Rare),1st Edition,,,0.41,0.24,9.88,
592412,Ancient Gear Howitzer (Quarter Century Secret Rare),1st Edition,,,1.25,0.49,20.0,
592413,Ancient Gear Howitzer (Secret Rare),1st Edition,,,0.19,0.01,4.0,
592414,Ancient Gear Howitzer,1st Edition,,,0.15,0.02,1.53,
592415,Ancient Gear Howitzer (PUR),1st Edition,,,0.28,0.09,14.0,
592416,Ancient Gear Howitzer (UR),1st Edition,,,0.16,0.01,2.26,
592417,Thunder Dragon Colossus (PCR),1st Edition,,,0.91,0.74,13.9,
592418,Thunder Dragon Colossus (Platinum Secret Rare),1st Edition,,,1.5,1.15,9.95,
592419,Thunder Dragon Colossus (Quarter Century Secret Rare),1st Edition,,,7.89,7.98,100.99,
