productId,name,subType,rarity,printing,marketPrice,lowPrice,highPrice,lastUpdated
592420,Thunder Dragon Colossus (Secret Rare),1st Edition,,,0.46,0.2,5.0,
592421,Thunder Dragon Colossus,1st Edition,,,0.2,0.08,4.95,
592422,Thunder Dragon Colossus (PUR),1st Edition,,,0.79,0.5,14.0,
592423,Thunder Dragon Colossus (UR),1st Edition,,,0.26,0.05,3.0,
592424,House Dragonmaid (PCR),1st Edition,,,0.75,0.3,13.9,
592425,House Dragonmaid (Platinum Secret Rare),1st Edition,,,1.45,1.11,9.88,
592426,House Dragonmaid (Alternate Art) (Quarter Century Secret Rare),1st Edition,,,27.01,23.95,79.99,
592427,House Dragonmaid (Quarter Century Secret Rare),1st Edition,,,5.34,4.19,29.99,
592428,House Dragonmaid (Secret Rare),1st Edition,,,0.3,0.1,5.0,
592429,House Dragonmaid,1st Edition,,,0.15,0.01,5.0,
592430,House Dragonmaid (PUR),1st Edition,,,0.75,0.01,14.0,
592431,House Dragonmaid (UR),1st Edition,,,0.14,0.03,2.0,
592432,Black Rose Moonlight Dragon (PCR),1st Edition,,,1.42,0.96,13.9,
592433,Black Rose Moonlight Dragon (Platinum Secret Rare),1st Edition,,,2.29,1.98,11.99,
592434,Black Rose Moonlight Dragon (Quarter Century Secret Rare),1st Edition,,,8.97,8.71,124.99,
592435,Black Rose Moonlight Dragon (Secret Rare),1st Edition,,,0.63,0.32,4.0,
592436,Black Rose Moonlight Dragon,1st Edition,,,0.44,0.1,1.49,
592437,Black Rose Moonlight Dragon (PUR),1st Edition,,,0.95,0.6,14.99,
592438,Black Rose Moonlight Dragon (UR),1st Edition,,,0.32,0.14,1.99,
592439,Mecha Phantom Beast Dracossack (PCR),1st Edition,,,0.94,0.4,13.9,
592440,Mecha Phantom Beast Dracossack (Platinum Secret Rare),1st Edition,,,1.16,0.75,10.0,
592441,Mecha Phantom Beast Dracossack (Quarter Century Secret Rare),1st Edition,,,4.24,4.0,25.0,
592442,Mecha Phantom Beast Dracossack (Secret Rare),1st Edition,,,0.37,0.25,5.0,
592443,Mecha Phantom Beast Dracossack,1st Edition,,,0.15,0.03,1.75,
592444,Mecha Phantom Beast Dracossack (PUR),1st Edition,,,0.71,0.35,14.0,
592445,Mecha Phantom Beast Dracossack (UR),1st Edition,,,0.12,0.01,1.53,
592446,Toadally Awesome (PCR),1st Edition,,,0.9,0.47,13.9,
592447,Toadally Awesome (Platinum Secret Rare),1st Edition,,,1.67,0.7,19.99,
592448,Toadally Awesome (Quarter Century Secret Rare),1st Edition,,,6.74,6.04,100.0,
592449,Toadally Awesome (Secret Rare),1st Edition,,,0.4,0.15,14.99,
592450,Toadally Awesome,1st Edition,,,0.26,0.1,1.53,
592451,Toadally Awesome (PUR),1st Edition,,,1.02,0.6,14.99,
592452,Toadally Awesome (UR),1st Edition,,,0.24,0.03,3.0,
592453,Superdreadnought Rail Cannon Juggernaut Liebe (PCR),1st Edition,,,0.39,0.2,2.99,
592454,Superdreadnought Rail Cannon Juggernaut Liebe (Platinum Secret Rare),1st Edition,,,0.64,0.35,9.95,
592455,Superdreadnought Rail Cannon Juggernaut Liebe (Alternate Art) (Quarter Century Secret Rare),1st Edition,,,3.12,2.99,30.0,
592456,Superdreadnought Rail Cannon Juggernaut Liebe (Quarter Century Secret Rare),1st Edition,,,1.93,1.49,40.0,
592457,Superdreadnought Rail Cannon Juggernaut Liebe (Secret Rare),1st Edition,,,0.25,0.02,4.0,
592458,Superdreadnought Rail Cannon Juggernaut Liebe,1st Edition,,,0.13,0.08,1.49,
592459,Superdreadnought Rail Cannon Juggernaut Liebe (PUR),1st Edition,,,0.46,0.01,14.0,
592460,Superdreadnought Rail Cannon Juggernaut Liebe (UR),1st Edition,,,0.09,0.01,2.0,
592461,Knightmare Phoenix (PCR),1st Edition,,,0.62,0.13,13.9,
592462,Knightmare Phoenix (Platinum Secret Rare),1st Edition,,,1.79,1.4,5.0,
592463,Knightmare Phoenix (Quarter Century Secret Rare),1st Edition,,,5.51,4.48,50.0,
592464,Knightmare Phoenix (Secret Rare),1st Edition,,,0.42,0.23,5.0,
592465,Knightmare Phoenix,1st Edition,,,0.23,0.11,4.15,
592466,Knightmare Phoenix (PUR),1st Edition,,,0.62,0.39,2.0,
592467,Knightmare Phoenix (UR),1st Edition,,,0.2,0.01,3.0,
592468,Sky Striker Ace - Shizuku (PCR),1st Edition,,,0.47,0.25,15.0,
592469,Sky Striker Ace - Shizuku (Platinum Secret Rare),1st Edition,,,1.32,0.89,9.88,
592470,Sky Striker Ace - Shizuku (Quarter Century Secret Rare),1st Edition,,,4.83,3.95,100.0,
592471,Sky Striker Ace - Shizuku (Secret Rare),1st Edition,,,0.39,0.09,5.0,
592472,Sky Striker Ace - Shizuku,1st Edition,,,0.14,0.05,1.99,
592473,Sky Striker Ace - Shizuku (PUR),1st Edition,,,0.53,0.2,14.0,
592474,Sky Striker Ace - Shizuku (UR),1st Edition,,,0.23,0.01,1.65,
592475,"Galatea, the Orcust Automaton (PCR)",1st Edition,,,0.87,0.25,13.99,
592476,"Galatea, the Orcust Automaton (Platinum Secret Rare)",1st Edition,,,1.59,0.99,11.0,
592477,"Galatea, the Orcust Automaton (Quarter Century Secret Rare)",1st Edition,,,6.52,5.31,50.5,
592478,"Galatea, the Orcust Automaton (Secret Rare)",1st Edition,,,0.41,0.2,5.0,
592479,"Galatea, the Orcust Automaton",1st Edition,,,0.12,0.02,4.0,
592480,"Galatea, the Orcust Automaton (PUR)",1st Edition,,,0.79,0.3,14.0,
592481,"Galatea, the Orcust Automaton (UR)",1st Edition,,,0.14,0.01,3.0,
592482,"Wynn the Wind Charmer, Verdant (PCR)",1st Edition,,,0.52,0.15,5.0,
592483,"Wynn the Wind Charmer, Verdant (Platinum Secret Rare)",1st Edition,,,1.21,0.97,9.88,
592484,"Wynn the Wind Charmer, Verdant (Quarter Century Secret Rare)",1st Edition,,,6.14,6.0,79.99,
592485,"Wynn the Wind Charmer, Verdant (Secret Rare)",1st Edition,,,0.27,0.04,5.0,
592486,"Wynn the Wind Charmer, Verdant",1st Edition,,,0.21,0.03,1.53,
592487,"Wynn the Wind Charmer, Verdant (PUR)",1st Edition,,,0.51,0.1,14.0,
592488,"Wynn the Wind Charmer, Verdant (UR)",1st Edition,,,0.15,0.01,2.79,
592489,Ancient Gear Ballista (PCR),1st Edition,,,0.27,0.04,13.9,
592490,Ancient Gear Ballista (Platinum Secret Rare),1st Edition,,,0.54,0.25,9.88,
592491,Ancient Gear Ballista (Quarter Century Secret Rare),1st Edition,,,3.39,2.99,19.99,
592492,Ancient Gear Ballista (Secret Rare),1st Edition,,,0.27,0.04,5.0,
592493,Ancient Gear Ballista,1st Edition,,,0.15,0.08,2.26,
592494,Ancient Gear Ballista (PUR),1st Edition,,,0.22,0.1,14.0,
592495,Ancient Gear Ballista (UR),1st Edition,,,0.11,0.01,3.0,
592496,"Eria the Water Charmer, Gentle (PCR)",1st Edition,,,0.6,0.25,13.9,
592497,"Eria the Water Charmer, Gentle (Platinum Secret Rare)",1st Edition,,,1.19,0.91,9.99,
592498,"Eria the Water Charmer, Gentle (Quarter Century Secret Rare)",1st Edition,,,6.18,4.9,35.18,
592499,"Eria the Water Charmer, Gentle (Secret Rare)",1st Edition,,,0.28,0.1,5.0,
592500,"Eria the Water Charmer, Gentle",1st Edition,,,0.12,0.03,15.0,
592501,"Eria the Water Charmer, Gentle (PUR)",1st Edition,,,0.61,0.1,14.0,
592502,"Eria the Water Charmer, Gentle (UR)",1st Edition,,,0.11,0.04,2.26,
592503,"Dharc the Dark Charmer, Gloomy (PCR)",1st Edition,,,2.21,1.2,13.9,
592504,"Dharc the Dark Charmer, Gloomy (Platinum Secret Rare)",1st Edition,,,4.68,2.77,19.99,
592505,"Dharc the Dark Charmer, Gloomy (Quarter Century Secret Rare)",1st Edition,,,20.94,21.0,100.0,
592506,"Dharc the Dark Charmer, Gloomy (Secret Rare)",1st Edition,,,0.61,0.44,5.0,
592507,"Dharc the Dark Charmer, Gloomy",1st Edition,,,0.31,0.1,1.99,
592508,"Dharc the Dark Charmer, Gloomy (PUR)",1st Edition,,,2.69,2.08,14.0,
592509,"Dharc the Dark Charmer, Gloomy (UR)",1st Edition,,,0.31,0.09,1.53,
592510,S:P Little Knight (PCR),1st Edition,,,10.78,8.45,24.99,
592511,S:P Little Knight (Platinum Secret Rare),1st Edition,,,11.95,9.75,48.0,
592512,S:P Little Knight (Secret Rare),1st Edition,,,8.44,6.28,19.99,
592513,S:P Little Knight,1st Edition,,,9.42,8.48,33.73,
592514,S:P Little Knight (PUR),1st Edition,,,10.91,9.33,30.0,
592515,S:P Little Knight (UR),1st Edition,,,7.26,4.89,24.99,
592516,"Promethean Princess, Bestower of Flames (PCR)",1st Edition,,,4.37,2.99,18.63,
592517,"Promethean Princess, Bestower of Flames (Platinum Secret Rare)",1st Edition,,,5.25,4.5,25.0,
592518,"Promethean Princess, Bestower of Flames (Secret Rare)",1st Edition,,,2.32,1.0,8.0,
592519,"Promethean Princess, Bestower of Flames",1st Edition,,,2.16,0.75,4.99,
592520,"Promethean Princess, Bestower of Flames (PUR)",1st Edition,,,3.4,2.99,14.0,
592521,"Promethean Princess, Bestower of Flames (UR)",1st Edition,,,1.22,0.64,4.99,
592522,Polymerization (A) (Alternate Art) (PCR),1st Edition,,,0.98,0.64,13.92,
592523,Polymerization (B) (HERO Art) (Platinum Secret Rare),1st Edition,,,3.65,2.55,9.95,
592524,Polymerization (B) (HERO Art) (Quarter Century Secret Rare),1st Edition,,,23.13,19.23,69.99,
592525,Polymerization (B) (HERO Art) (Secret Rare),1st Edition,,,1.16,0.7,9.0,
592526,Polymerization (B) (HERO Art),1st Edition,,,0.42,0.19,2.06,
592527,Polymerization (B) (HERO Art) (PUR),1st Edition,,,2.73,1.7,14.0,
592528,Polymerization (B) (HERO Art) (UR),1st Edition,,,0.49,0.25,6.99,
592529,Monster Reborn (PCR),1st Edition,,,0.81,0.5,13.9,
592530,Monster Reborn (Platinum Secret Rare),1st Edition,,,2.7,2.33,9.99,
592531,Monster Reborn (Quarter Century Secret Rare),1st Edition,,,10.15,9.45,130.0,
592532,Monster Reborn (Secret Rare),1st Edition,,,0.43,0.2,4.99,
592533,Monster Reborn,1st Edition,,,0.32,0.15,1.56,
592534,Monster Reborn (PUR),1st Edition,,,1.51,0.95,14.0,
592535,Monster Reborn (UR),1st Edition,,,0.3,0.07,1.99,
592536,Super Polymerization (PCR),1st Edition,,,8.71,6.72,50.95,
592537,Super Polymerization (Platinum Secret Rare),1st Edition,,,11.37,10.07,30.0,
592538,Super Polymerization (Secret Rare),1st Edition,,,4.66,3.78,19.99,
592539,Super Polymerization,1st Edition,,,2.64,1.7,19.99,
592540,Super Polymerization (PUR),1st Edition,,,7.04,4.7,19.95,
592541,Super Polymerization (UR),1st Edition,,,1.83,0.99,19.99,
592542,Six Samurai United (PCR),1st Edition,,,0.29,0.15,7.99,
592543,Six Samurai United (Platinum Secret Rare),1st Edition,,,0.77,0.4,9.88,
592544,Six Samurai United (Quarter Century Secret Rare),1st Edition,,,3.21,2.45,80.0,
592545,Six Samurai United (Secret Rare),1st Edition,,,0.19,0.05,4.99,
592546,Six Samurai United,1st Edition,,,0.13,0.03,1.53,
592547,Six Samurai United (PUR),1st Edition,,,0.31,0.15,14.0,
592548,Six Samurai United (UR),1st Edition,,,0.14,0.01,3.0,
592549,Allure of Darkness (PCR),1st Edition,,,2.41,2.0,13.9,
592550,Allure of Darkness (Platinum Secret Rare),1st Edition,,,5.06,4.0,19.95,
592551,Allure of Darkness (Quarter Century Secret Rare),1st Edition,,,17.02,16.5,99.99,
592552,Allure of Darkness (Secret Rare),1st Edition,,,1.45,0.95,5.0,
592553,Allure of Darkness,1st Edition,,,0.36,0.09,1.99,
592554,Allure of Darkness (PUR),1st Edition,,,3.9,2.55,10.0,
592555,Allure of Darkness (UR),1st Edition,,,0.34,0.09,1.55,
592556,One for One (PCR),1st Edition,,,0.54,0.29,13.9,
592557,One for One (Alternate Art) (PCR),1st Edition,,,0.75,0.4,13.92,
592558,One for One (Platinum Secret Rare),1st Edition,,,2.28,1.75,9.89,
592559,One for One (Alternate Art) (Platinum Secret Rare),1st Edition,,,1.4,1.24,9.95,
592560,One for One (Quarter Century Secret Rare),1st Edition,,,8.17,6.99,45.0,
592561,One for One (Alternate Art) (Quarter Century Secret Rare),1st Edition,,,9.65,7.5,24.99,
592562,One for One (Secret Rare),1st Edition,,,0.55,0.25,4.99,
592563,One for One (Alternate Art) (Secret Rare),1st Edition,,,0.46,0.25,6.98,
592564,One for One,1st Edition,,,0.37,0.15,3.0,
592565,One for One (Alternate Art),1st Edition,,,0.18,0.05,3.0,
592566,One for One (PUR),1st Edition,,,0.7,0.3,14.0,
592567,One for One (Alternate Art) (PUR),1st Edition,,,0.86,0.38,14.0,
592568,One for One (UR),1st Edition,,,0.22,0.07,3.0,
592569,One for One (Alternate Art) (UR),1st Edition,,,0.28,0.05,3.0,
592570,Summoning Curse (PCR),1st Edition,,,0.32,0.1,3.0,
592571,Summoning Curse (Platinum Secret Rare),1st Edition,,,0.48,0.25,9.88,
592572,Summoning Curse (Quarter Century Secret Rare),1st Edition,,,1.88,1.5,20.0,
592573,Summoning Curse (Secret Rare),1st Edition,,,0.24,0.05,4.0,
592574,Summoning Curse,1st Edition,,,0.12,0.03,2.27,
592575,Summoning Curse (PUR),1st Edition,,,0.33,0.1,14.0,
592576,Summoning Curse (UR),1st Edition,,,0.15,0.01,2.26,
592577,Heat Wave (PCR),1st Edition,,,0.87,0.49,7.31,
592578,Heat Wave (Platinum Secret Rare),1st Edition,,,1.34,0.81,9.88,
592579,Heat Wave (Quarter Century Secret Rare),1st Edition,,,7.85,8.06,50.0,
592580,Heat Wave (Secret Rare),1st Edition,,,0.61,0.4,5.0,
592581,Heat Wave,1st Edition,,,0.36,0.08,1.75,
592582,Heat Wave (PUR),1st Edition,,,0.63,0.49,14.0,
592583,Heat Wave (UR),1st Edition,,,0.28,0.02,3.8,
592584,Fire King Island (PCR),1st Edition,,,0.43,0.2,13.9,
592585,Fire King Island (Platinum Secret Rare),1st Edition,,,3.46,1.01,9.88,
592586,Fire King Island (Quarter Century Secret Rare),1st Edition,,,12.89,11.0,19.99,
592587,Fire King Island (Secret Rare),1st Edition,,,0.19,0.07,3.0,
592588,Fire King Island,1st Edition,,,0.21,0.01,1.53,
592589,Fire King Island (PUR),1st Edition,,,0.45,0.01,14.0,
592590,Fire King Island (UR),1st Edition,,,0.13,0.01,1.99,
592591,Return of the Dragon Lords (PCR),1st Edition,,,0.36,0.2,13.9,
592592,Return of the Dragon Lords (Platinum Secret Rare),1st Edition,,,1.12,0.5,9.99,
592593,Return of the Dragon Lords (Quarter Century Secret Rare),1st Edition,,,2.27,1.94,30.0,
592594,Return of the Dragon Lords (Secret Rare),1st Edition,,,0.37,0.1,4.0,
592595,Return of the Dragon Lords,1st Edition,,,0.41,0.21,1.59,
592596,Return of the Dragon Lords (PUR),1st Edition,,,0.56,0.35,14.0,
592597,Return of the Dragon Lords (UR),1st Edition,,,0.28,0.08,1.65,
592598,Red-Eyes Insight (PCR),1st Edition,,,0.67,0.25,13.9,
592599,Red-Eyes Insight (Platinum Secret Rare),1st Edition,,,1.34,0.83,9.88,
592600,Red-Eyes Insight (Quarter Century Secret Rare),1st Edition,,,5.18,4.27,39.99,
592601,Red-Eyes Insight (Secret Rare),1st Edition,,,0.46,0.19,5.0,
592602,Red-Eyes Insight,1st Edition,,,0.31,0.15,1.59,
592603,Red-Eyes Insight (PUR),1st Edition,,,0.72,0.35,14.0,
592604,Red-Eyes Insight (UR),1st Edition,,,0.24,0.02,2.0,
592605,Ancient Gear Fortress (PCR),1st Edition,,,0.27,0.1,13.9,
592606,Ancient Gear Fortress (Platinum Secret Rare),1st Edition,,,0.64,0.35,9.99,
592607,Ancient Gear Fortress (Quarter Century Secret Rare),1st Edition,,,2.3,2.0,29.99,
592608,Ancient Gear Fortress (Secret Rare),1st Edition,,,0.26,0.07,5.0,
592609,Ancient Gear Fortress,1st Edition,,,0.17,0.03,2.18,
592610,Ancient Gear Fortress (PUR),1st Edition,,,0.47,0.07,14.0,
592611,Ancient Gear Fortress (UR),1st Edition,,,0.13,0.01,2.61,
592612,That Grass Looks Greener (PCR),1st Edition,,,0.59,0.39,6.95,
592613,That Grass Looks Greener (Platinum Secret Rare),1st Edition,,,1.42,1.0,9.99,
592614,That Grass Looks Greener (Quarter Century Secret Rare),1st Edition,,,6.07,5.49,35.0,
592615,That Grass Looks Greener (Secret Rare),1st Edition,,,0.31,0.14,4.99,
592616,That Grass Looks Greener,1st Edition,,,0.29,0.07,3.0,
592617,That Grass Looks Greener (PUR),1st Edition,,,0.74,0.44,14.0,
592618,That Grass Looks Greener (UR),1st Edition,,,0.16,0.01,3.0,
592619,Ostinato (PCR),1st Edition,,,0.49,0.19,13.9,
592620,Ostinato (Platinum Secret Rare),1st Edition,,,0.49,0.3,19.99,
592621,Ostinato (Quarter Century Secret Rare),1st Edition,,,4.53,3.3,39.99,
592622,Ostinato (Secret Rare),1st Edition,,,0.21,0.03,4.0,
592623,Ostinato,1st Edition,,,0.12,0.03,1.53,
592624,Ostinato (PUR),1st Edition,,,0.37,0.15,14.0,
592625,Ostinato (UR),1st Edition,,,0.13,0.01,3.0,
592626,Set Rotation (PCR),1st Edition,,,0.37,0.2,13.9,
592627,Set Rotation (Platinum Secret Rare),1st Edition,,,0.66,0.35,8.91,
592628,Set Rotation (Quarter Century Secret Rare),1st Edition,,,3.28,2.69,40.0,
592629,Set Rotation (Secret Rare),1st Edition,,,0.22,0.07,4.0,
592630,Set Rotation,1st Edition,,,0.16,0.02,1.53,
592631,Set Rotation (PUR),1st Edition,,,0.31,0.01,14.0,
592632,Set Rotation (UR),1st Edition,,,0.18,0.01,2.26,
592633,Salamangreat Circle (PCR),1st Edition,,,0.2,0.05,13.9,
592634,Salamangreat Circle (Platinum Secret Rare),1st Edition,,,0.45,0.25,9.88,
592635,Salamangreat Circle (Quarter Century Secret Rare),1st Edition,,,3.61,3.0,19.95,
592636,Salamangreat Circle (Secret Rare),1st Edition,,,0.14,0.01,3.0,
592637,Salamangreat Circle,1st Edition,,,0.06,0.01,1.53,
592638,Salamangreat Circle (PUR),1st Edition,,,0.28,0.1,14.0,
592639,Salamangreat Circle (UR),1st Edition,,,0.08,0.01,2.26,
592640,Cynet Mining (PCR),1st Edition,,,1.06,0.76,13.9,
592641,Cynet Mining (Platinum Secret Rare),1st Edition,,,1.53,1.11,9.88,
592642,Cynet Mining (Quarter Century Secret Rare),1st Edition,,,6.99,5.52,38.0,
592643,Cynet Mining (Secret Rare),1st Edition,,,0.24,0.05,5.0,
592644,Cynet Mining,1st Edition,,,0.17,0.09,2.0,
592645,Cynet Mining (PUR),1st Edition,,,0.55,0.3,14.99,
592646,Cynet Mining (UR),1st Edition,,,0.16,0.01,2.0,
592647,Dragonmaid Hospitality (PCR),1st Edition,,,0.48,0.23,13.9,
592648,Dragonmaid Hospitality (Platinum Secret Rare),1st Edition,,,1.03,0.64,9.88,
592649,Dragonmaid Hospitality (Alternate Art) (Quarter Century Secret Rare),1st Edition,,,13.94,12.0,75.0,
592650,Dragonmaid Hospitality (Quarter Century Secret Rare),1st Edition,,,2.36,1.79,50.0,
592651,Dragonmaid Hospitality (Secret Rare),1st Edition,,,0.25,0.05,4.0,
592652,Dragonmaid Hospitality,1st Edition,,,0.15,0.05,1.53,
592653,Dragonmaid Hospitality (PUR),1st Edition,,,0.59,0.01,14.0,
592654,Dragonmaid Hospitality (UR),1st Edition,,,0.09,0.01,4.0,
592655,Madolche Salon (PCR),1st Edition,,,0.21,0.09,13.9,
592656,Madolche Salon (Platinum Secret Rare),1st Edition,,,0.68,0.35,9.88,
592657,Madolche Salon (Quarter Century Secret Rare),1st Edition,,,2.21,2.0,40.0,
592658,Madolche Salon (Secret Rare),1st Edition,,,0.2,0.02,4.0,
592659,Madolche Salon,1st Edition,,,0.16,0.05,4.25,
592660,Madolche Salon (PUR),1st Edition,,,0.27,0.1,14.0,
592661,Madolche Salon (UR),1st Edition,,,0.1,0.01,2.26,
592662,Branded Opening (PCR),1st Edition,,,0.93,0.52,13.9,
592663,Branded Opening (Platinum Secret Rare),1st Edition,,,2.85,1.7,20.0,
592664,Branded Opening (Quarter Century Secret Rare),1st Edition,,,31.52,24.0,88.88,
592665,Branded Opening (Secret Rare),1st Edition,,,0.35,0.02,30.0,
592666,Branded Opening,1st Edition,,,0.1,0.01,3.0,
592667,Branded Opening (PUR),1st Edition,,,1.43,0.1,15.0,
592668,Branded Opening (UR),1st Edition,,,0.11,0.01,3.0,
592669,Clockwork Night (PCR),1st Edition,,,2.38,2.23,13.9,
592670,Clockwork Night (Platinum Secret Rare),1st Edition,,,3.65,3.5,29.99,
592671,Clockwork Night (Quarter Century Secret Rare),1st Edition,,,8.63,6.0,50.0,
592672,Clockwork Night (Secret Rare),1st Edition,,,2.42,0.99,9.99,
592673,Clockwork Night,1st Edition,,,2.8,0.97,5.0,
592674,Clockwork Night (PUR),1st Edition,,,2.3,1.95,19.99,
592675,Clockwork Night (UR),1st Edition,,,1.68,0.25,9.99,
592676,Triple Tactics Thrust (PCR),1st Edition,,,17.13,11.95,35.0,
592677,Triple Tactics Thrust (Platinum Secret Rare),1st Edition,,,16.7,10.78,35.0,
592678,Triple Tactics Thrust (Quarter Century Secret Rare),1st Edition,,,46.97,43.25,135.95,
592679,Triple Tactics Thrust (Secret Rare),1st Edition,,,6.57,5.99,32.0,
592680,Triple Tactics Thrust,1st Edition,,,6.84,4.0,39.35,
592681,Triple Tactics Thrust (PUR),1st Edition,,,16.53,8.5,28.48,
592682,Triple Tactics Thrust (UR),1st Edition,,,4.64,3.59,39.77,
